user_id,book_id,borrow_date,return_date,reservation_status,overdue_status,user_role,book_category
a0f4e96c-5768-448a-bdae-9d496e5e1504,65a65799-ebec-418e-9915-939f0d109cd3,27-07-2022,12-08-2022,TRUE,1,student,science
c56696af-6142-4616-82b4-436544a8d956,80a36a46-6d4b-45f8-b54f-1c3e91af77c6,12-01-2026,27-01-2026,FALSE,0,faculty,science
51f10d26-c86c-41cc-aa8e-478686e32e70,8a216500-ddd8-4e27-a248-47b02cba581c,07-12-2020,02-01-2021,FALSE,1,student,science
54fe9471-1cd2-42e0-97e0-3015ac68397c,f2a15bc9-213c-4eba-b7bd-e47d7b923d77,04-03-2021,14-03-2021,FALSE,0,staff,fiction
9281d216-9b8c-4398-9014-6fc1cc6f96ac,6b0444b9-f585-4de5-a6e5-5185aba37551,12-07-2020,20-07-2020,FALSE,0,student,history
7877dddf-2bdc-4b3e-882e-0075d8e1017d,3e5d4b0f-acb4-4d7d-b9a2-924413560b40,10-03-2022,02-04-2022,FALSE,1,staff,art
0f7e6d16-be08-4498-a036-924e9d1451ba,b854c000-2392-4a9c-b05c-0431b193d408,16-04-2023,30-04-2023,TRUE,0,student,fiction
3f5a79b4-16da-42d2-9473-c3c143072f91,d236345c-2c29-4563-b468-864cb04db7d0,11-07-2023,30-07-2023,TRUE,1,student,science
e93b4971-0a33-4c76-88e2-5d2a1276f587,51f62bc9-5d3c-4e1c-a69d-27db49d04139,03-03-2024,09-03-2024,FALSE,0,staff,art
040860be-d84b-44aa-a2ec-18b622688ba2,9ce87865-8787-499b-a11a-80a2e7808416,26-05-2020,12-06-2020,FALSE,1,student,fiction
050ad2b5-7cd8-45f7-b448-ba82ddf4f80b,51f62bc9-5d3c-4e1c-a69d-27db49d04139,23-04-2025,19-05-2025,TRUE,1,faculty,art
bcc9dd1b-cb82-49f4-9a0a-811859868afb,0f7ffa2e-6700-4f56-b75b-b59c619c0f42,23-06-2022,06-07-2022,TRUE,0,student,history
ce213d50-271e-47d0-a502-0349d5c627ee,dd443c70-99c4-40c0-8f4f-b312dee431f7,07-10-2025,29-10-2025,TRUE,1,faculty,fiction
506a313e-a5dc-4ab1-b365-542912b59ac4,4ad21248-a903-46c1-bf75-f2ff3e47c609,16-11-2024,01-12-2024,TRUE,1,student,science
4c8f15af-49d3-4c51-9acd-405c89f5a6c6,a0d7b394-8efb-4ec2-8f5f-e07275714f37,15-03-2022,26-03-2022,FALSE,1,staff,science
178afce4-1455-46be-881d-1a742c8d73da,9ce87865-8787-499b-a11a-80a2e7808416,05-09-2025,,FALSE,1,student,fiction
a928dc03-2ee4-4610-861f-03ab81cb1ec7,4c8fe57d-0c5d-4b36-a474-6b6ec1d334aa,30-03-2021,25-04-2021,FALSE,1,faculty,science
e02086d3-3e30-495e-b794-a5bbfb287eca,d272529d-e506-4d65-9f6b-99b0dfb58982,23-11-2021,08-12-2021,TRUE,1,student,art
20f4b4fc-5d0a-4d3d-b21c-f1c97d212095,18402f5e-5079-49bd-9ec4-33f401521134,10-02-2023,,TRUE,1,student,non-fiction
c1db6b2b-2ed8-4970-bd4e-de99149594be,c8fedf1e-2263-464c-bb06-f0732efa737f,20-01-2022,17-02-2022,FALSE,1,faculty,fiction
7ef64bb8-ef4d-49bf-a19b-416ea2253489,78735ad4-0e4e-4da9-b488-d03c89de1e28,04-03-2024,13-03-2024,FALSE,0,student,science
178afce4-1455-46be-881d-1a742c8d73da,41dab1bd-3b04-4829-9138-f263691f5644,06-06-2023,15-06-2023,FALSE,0,student,fiction
b7605c78-05ae-4d67-bf6a-749375b256e8,e871ddd1-e9bf-4bf7-bb08-f4e4da47c7c1,06-11-2022,20-11-2022,FALSE,0,student,non-fiction
a44597ca-4a8d-49cf-8b9e-1532a3040544,102e9ae7-5b91-4a63-9b94-33cd1568d475,16-10-2024,09-11-2024,FALSE,1,faculty,history
f19616a3-d112-4117-beb5-bde454fbcab2,5dc139e2-fd17-4129-bde2-09f897ca4cf3,03-05-2021,15-05-2021,FALSE,1,staff,science
2929dd5b-a900-4b90-af12-4f4805199b4c,8adc1184-6c39-40c7-bc54-c4ad9563df85,01-03-2024,16-03-2024,FALSE,1,student,history
c1ce3aa8-e09e-4224-b0a5-cf8ac24d3738,17716013-42d4-4c76-9f87-9e8363957197,06-09-2021,16-09-2021,TRUE,0,staff,non-fiction
abb17fc5-9586-4f98-882f-245c821eeed8,6622dc36-fc99-4b5a-8ff5-feed86107ab5,29-12-2020,11-01-2021,FALSE,0,student,non-fiction
67d1bc40-3dd4-49d2-8db8-325ac94ba652,bf114d20-ee5f-4ea1-85b9-f39ada9eacd2,16-01-2020,04-02-2020,FALSE,1,student,science
8a85d4a8-dbe0-4eb6-bcaf-639236375e0d,7fa695df-5654-4902-b538-c7d35d720736,21-07-2023,,FALSE,1,student,fiction
67d1bc40-3dd4-49d2-8db8-325ac94ba652,f281a766-d317-44d2-aa03-3ee73b1b8bcd,21-04-2021,05-05-2021,TRUE,0,student,history
3f5a79b4-16da-42d2-9473-c3c143072f91,1bf0a5c6-f65e-47c8-85f6-93bd6b4d7822,23-01-2021,05-02-2021,TRUE,0,student,non-fiction
28507738-c270-4f3b-bdcf-d0800a2720b7,8c884fd2-9f77-4d09-92d2-09f1de955364,04-06-2025,,TRUE,1,student,non-fiction
d57863e7-d2fd-4ef8-a343-d2a4fbcb3504,1b344369-4fb4-4b0b-86ca-54348758a7e7,12-02-2026,,FALSE,1,student,fiction
c86ddb74-430b-47ef-a152-1c6c90a13412,758bd81b-5ddf-403b-8279-dabd2a428aa7,18-08-2023,,FALSE,1,student,art
0739ea93-cd7b-49cd-9355-24b63cac8388,a8a332af-bcbc-44d1-8268-51097509f307,03-06-2022,14-06-2022,TRUE,1,staff,science
acee2779-f67f-48d0-83b5-165c42946d3a,e4511ca9-22de-4506-8c12-1ac7e100811b,26-03-2025,,FALSE,1,student,fiction
9a494cc9-ee38-4620-ac25-b02d5de0ce83,ca103f42-1640-4a44-85a5-c2d693f98994,29-04-2022,13-05-2022,TRUE,0,student,science
a0f4e96c-5768-448a-bdae-9d496e5e1504,f068d1ee-c021-4785-bd39-a2761563dbc1,02-08-2021,13-08-2021,TRUE,0,student,science
c8e73b75-e405-4afb-a8c6-772c5f1f2f67,3b88f23b-acea-47a0-b152-fef8c15cd092,17-09-2023,28-09-2023,TRUE,1,staff,art
0c8f3184-f75f-4776-8723-6cc5965378bf,4664e89c-20b9-48e4-987b-a2e5baac9ddc,01-09-2022,,TRUE,1,faculty,non-fiction
4e64b0d1-dc79-4900-b6f0-e06c296e7ed2,164d0c25-0098-49ae-b649-f516d5ec5603,17-08-2023,25-08-2023,FALSE,0,staff,fiction
9a494cc9-ee38-4620-ac25-b02d5de0ce83,ca103f42-1640-4a44-85a5-c2d693f98994,19-06-2025,06-07-2025,FALSE,1,student,science
032453d8-0ec6-42ae-936c-4f4479bd19c7,65a65799-ebec-418e-9915-939f0d109cd3,08-04-2023,17-04-2023,FALSE,0,staff,science
85ff496f-fbe9-4459-9225-e532fc94e794,2f05bc8a-7cbb-4a0c-9bae-45f431ed79ab,20-11-2022,30-11-2022,FALSE,0,staff,art
03c22c52-f2b4-4268-b78f-9caed1b6944a,5db10f4d-1346-44b6-b869-2c43913e64fe,05-07-2025,16-07-2025,TRUE,1,staff,history
a4a559b2-24b4-4c1b-aa26-af58d08b6152,4244b191-8b0c-4c19-87e5-a641118236ce,30-11-2021,13-12-2021,TRUE,0,student,fiction
4e794913-65a0-4feb-ade0-0af448c99844,e53ae877-1a4a-4393-93fe-b3a00587088c,04-10-2020,,FALSE,1,student,history
1fef0918-b4cb-445c-b056-6b8e56aea7f9,2d7cddbc-fd80-4998-b4f1-1a8b882f7d05,06-07-2022,20-07-2022,TRUE,0,student,history
4c8f15af-49d3-4c51-9acd-405c89f5a6c6,9b2f6339-2c5f-4633-a239-025f07741795,16-12-2021,03-01-2022,TRUE,1,staff,science
be1dc44c-27fd-41bf-8755-f3a43d3f25cb,dd443c70-99c4-40c0-8f4f-b312dee431f7,27-10-2025,08-11-2025,TRUE,0,student,fiction
2929dd5b-a900-4b90-af12-4f4805199b4c,a24093a5-bcef-43c3-9c2f-d37ff6b36ffb,08-02-2020,25-02-2020,FALSE,1,student,non-fiction
cba660cd-5f82-41b9-a872-71d45d4ca67d,5e278d9c-4ca0-4528-aee6-c5d3bc109732,11-04-2024,14-04-2024,FALSE,0,staff,history
a4a559b2-24b4-4c1b-aa26-af58d08b6152,ba74333b-93ac-4976-9985-81d1c271252e,14-12-2024,26-12-2024,FALSE,0,student,science
d1bb30dc-2f15-4ac5-93ac-d02cd0f38ed7,110b4bcc-b9ce-4d2f-af3b-3df977b79f0a,03-06-2021,20-06-2021,FALSE,1,student,history
a9a2c5d0-e044-4ff5-9fe8-387259d0ec40,76e1f900-dadd-4821-b5bc-e4cb69b0bb8b,10-06-2021,26-06-2021,TRUE,1,student,art
c321ab16-410f-4d10-b056-90844235c205,00eb6f1b-c114-46be-9fb2-b02c719fe0dc,10-10-2022,28-10-2022,FALSE,1,student,science
cb39a068-4630-485d-8f67-5a3906fbb8ae,17716013-42d4-4c76-9f87-9e8363957197,21-10-2023,,FALSE,1,student,non-fiction
57cbcbc8-2bb3-40d4-9fde-37206fb1441e,3e5d4b0f-acb4-4d7d-b9a2-924413560b40,16-11-2023,11-12-2023,TRUE,1,faculty,art
c4518109-50d0-4f97-bff8-1e39e95467b2,65a65799-ebec-418e-9915-939f0d109cd3,09-11-2025,27-11-2025,FALSE,1,student,science
d11176b3-78cd-49f6-8a58-c3d5f33c63eb,f2a15bc9-213c-4eba-b7bd-e47d7b923d77,03-05-2025,13-05-2025,FALSE,0,student,fiction
714bf614-2065-4f43-a502-8d68d62e6b9f,1c53dfc8-4ccc-42d1-9fb6-aa5a65fccb49,17-06-2025,01-07-2025,FALSE,0,student,fiction
353ca171-1997-4855-a258-6362e6509400,f164b108-6c99-446f-9004-4e11a2a0d933,06-07-2021,30-07-2021,FALSE,1,faculty,science
506a72ef-1a2e-4f29-848d-1c0d4da604cc,73416543-a5fb-42e8-928c-a475930f5deb,22-01-2020,14-02-2020,FALSE,1,faculty,science
c56d70c1-2d48-4689-b5f8-7d3dbc938fda,dd443c70-99c4-40c0-8f4f-b312dee431f7,04-11-2025,25-11-2025,TRUE,0,faculty,fiction
828ad7fb-6f4e-47a8-9832-7468d4ef430d,a05778fc-d668-48d6-9ff0-d1f45f5d3aa4,25-11-2021,26-12-2021,TRUE,1,faculty,art
4dc17148-347a-4390-9a9e-aba3e5dd691a,3b88f23b-acea-47a0-b152-fef8c15cd092,18-12-2022,28-12-2022,TRUE,0,student,art
eff68ba7-bd61-4ca3-879f-da3b8fab0db1,56983d58-ab3f-481f-a238-ae0bdd3d98eb,14-10-2024,31-10-2024,FALSE,1,student,non-fiction
fbd67644-352e-4a6a-97c9-fe73d1d59c16,fceb450d-db3d-4eba-847b-b3c43e342670,13-08-2022,21-08-2022,FALSE,0,student,non-fiction
36014b85-af31-4764-b477-3db2e32855e6,fceb450d-db3d-4eba-847b-b3c43e342670,26-10-2023,18-11-2023,TRUE,1,student,non-fiction
1aeccdb4-654f-463f-9d29-c1846923a568,6b0444b9-f585-4de5-a6e5-5185aba37551,04-03-2022,27-03-2022,TRUE,1,faculty,history
73e5d4bf-d0eb-4090-ae52-67c581abc9c0,f81f4154-a376-4f6b-946b-545135dcb646,06-07-2021,21-07-2021,FALSE,1,student,history
ab2f9d83-40e6-4423-ba25-388d44d96634,7babed12-b861-46d4-99af-a45852286b1a,09-05-2020,24-05-2020,TRUE,1,student,non-fiction
3ba204b8-2932-4b57-bfc7-6e099944f260,7b022173-0686-4c3e-81c8-b9f915b9c990,27-10-2020,08-11-2020,TRUE,0,student,history
d99d2149-c6b7-4dd4-ba86-6ae858aee27f,66e82aea-b2f9-465c-808f-75e3ca7e5ddd,16-06-2024,04-07-2024,TRUE,1,student,non-fiction
2434d221-a202-4122-9968-a43cf1e576dd,e7c9b007-e0e2-4974-b8d2-c41381f3899b,31-07-2023,13-08-2023,FALSE,0,student,non-fiction
0837eaf6-9848-45a7-bade-3fde48e4f6c3,7dda8df6-7de1-4189-83be-8defdecda990,28-04-2024,17-05-2024,FALSE,1,student,history
cba660cd-5f82-41b9-a872-71d45d4ca67d,3ad98915-15f0-43af-bd03-156c8789b898,09-08-2023,,TRUE,1,staff,fiction
347315d7-e1bd-480e-92e4-7c6e948f5390,02903451-e16b-49e3-8afc-69cba817208d,30-03-2023,11-04-2023,FALSE,0,student,art
d55523f7-ecd6-46ec-a96a-4eecedae7d73,80af73cf-61f8-4e51-b833-9ed3321676f1,23-04-2023,07-05-2023,TRUE,0,student,non-fiction
9281d216-9b8c-4398-9014-6fc1cc6f96ac,45762e66-67ff-41e8-abd5-5dbe0929e465,07-01-2026,18-01-2026,FALSE,0,student,science
55e083a7-0f1c-417a-984b-b6b06f9dc7f7,05fdc2c7-7497-4160-b140-99d1571b03e7,27-02-2024,15-03-2024,FALSE,1,student,fiction
f3916c02-31b5-489e-9e02-3f570f8ee0d9,67ebbf36-55fc-4784-8ec7-44ed1394578d,29-10-2020,,FALSE,1,student,fiction
da636390-b5df-40ae-b416-9980c449d47c,626ecf07-91ff-40ac-b5f7-b1cd17e1b366,20-08-2023,30-08-2023,TRUE,0,staff,history
ca6cce8a-ed7f-4bc7-b90d-d29bf1a1a9e9,f8e51270-d5b5-43a6-bb4d-2604f409c289,27-05-2024,05-06-2024,TRUE,0,staff,fiction
1352be3b-7f47-45b1-a692-7472bcc62cfc,fe016996-3e60-410a-809f-c2b979c42d08,27-09-2022,08-10-2022,FALSE,1,staff,non-fiction
52881e6e-e1c6-42c5-9f81-137229736cc0,c661efba-c2b5-4d27-ba48-3245d4b972b9,11-12-2021,17-12-2021,FALSE,0,student,science
c4328516-d5ea-466f-8cd4-dcd6700d5f54,05fdc2c7-7497-4160-b140-99d1571b03e7,19-08-2022,07-09-2022,TRUE,1,student,fiction
94fc754b-cb86-44cd-bc29-441a1aca3e7e,2455959e-ed76-43b3-8d22-dcde955cfcec,23-03-2023,27-03-2023,TRUE,0,staff,art
cc58c71d-7843-4ebb-bd5a-a96cddc1d5ac,758bd81b-5ddf-403b-8279-dabd2a428aa7,01-10-2022,23-10-2022,TRUE,1,faculty,art
56bb1629-970a-486f-917a-7389534a99ac,9b6b5cc1-1517-4a91-854a-8fb207b5e0ed,01-01-2025,15-01-2025,FALSE,0,student,art
67d1bc40-3dd4-49d2-8db8-325ac94ba652,e0ad9f52-66ba-43f1-9910-a24ca11fd590,25-03-2023,10-04-2023,TRUE,1,student,non-fiction
5e5cbd5a-85d2-47ae-8e69-275109ad249f,e871ddd1-e9bf-4bf7-bb08-f4e4da47c7c1,07-11-2025,28-11-2025,TRUE,0,faculty,non-fiction
923e122c-e883-4105-883a-aaaa4de0db4c,42e5878f-c730-463c-91a9-0ec661a04aaf,20-03-2021,10-04-2021,FALSE,0,faculty,fiction
16f5cdbb-16f3-4db3-90af-c36c5dd08af6,cb3c8682-d1ae-423c-95d1-5ede4e3a0f72,31-10-2023,06-11-2023,FALSE,0,staff,science
843b2e44-83c0-4233-839e-5a924d2ce2b3,f81f4154-a376-4f6b-946b-545135dcb646,11-12-2024,01-01-2025,TRUE,0,faculty,history
8d1d8a01-c529-4f6d-834b-c01ba8358abc,6622dc36-fc99-4b5a-8ff5-feed86107ab5,08-05-2022,16-05-2022,TRUE,0,staff,non-fiction
b44304e8-4461-4119-8510-b1fa9e12d015,45762e66-67ff-41e8-abd5-5dbe0929e465,02-01-2024,20-01-2024,TRUE,1,student,science
4da36ba0-3736-4cfe-83ab-c3c4386f1147,a0c97d67-f478-4656-8241-cf4be94598a1,23-10-2021,02-11-2021,FALSE,0,staff,fiction
a6bae4ab-2100-408a-bf23-34c044f8d147,45762e66-67ff-41e8-abd5-5dbe0929e465,09-07-2022,,TRUE,1,student,science
7043a706-73ee-4ce4-9041-f624b960e95e,5e278d9c-4ca0-4528-aee6-c5d3bc109732,25-09-2022,14-10-2022,TRUE,1,student,history
31c23237-0cd2-4d46-ac92-9bbc73538bc1,1c53dfc8-4ccc-42d1-9fb6-aa5a65fccb49,18-12-2020,31-12-2020,TRUE,0,student,fiction
c9605d4d-0564-44a1-845b-b327f61a4a08,87a05c89-399a-4c5a-8944-d86b291b111a,09-12-2024,21-12-2024,TRUE,0,student,science
1aeccdb4-654f-463f-9d29-c1846923a568,a0d7b394-8efb-4ec2-8f5f-e07275714f37,27-02-2020,19-03-2020,FALSE,0,faculty,science
3055a7aa-8c9d-4615-8991-18c7eedc59cb,2f05bc8a-7cbb-4a0c-9bae-45f431ed79ab,03-02-2024,15-02-2024,FALSE,0,student,art
9c13c426-38c2-4983-b5c0-ba5cf19aa3f2,57d8625d-2000-43a5-b687-d620b05b96fb,24-09-2021,08-10-2021,TRUE,0,student,fiction
20f4b4fc-5d0a-4d3d-b21c-f1c97d212095,fdc9ff65-28df-406f-b060-4e289ac89b69,13-12-2020,31-12-2020,FALSE,1,student,non-fiction
0026c4da-a1b9-40f2-8154-d10957f541b8,626ecf07-91ff-40ac-b5f7-b1cd17e1b366,30-03-2023,16-04-2023,FALSE,1,student,history
d3ae60ed-b2ac-4c53-9ba5-d9f395cb5eea,6f22806d-4d3f-4f06-8f3b-fcc1c5548104,20-05-2024,28-05-2024,FALSE,0,student,fiction
a4a559b2-24b4-4c1b-aa26-af58d08b6152,200d3bcd-4d35-47db-93a9-b6f09c1ff2a3,06-11-2020,16-11-2020,FALSE,0,student,science
fff3fa3e-687a-4305-9a58-b7d808fa3fc2,7e8ce274-2392-45cd-bc53-0234759aac46,14-07-2021,24-07-2021,FALSE,0,staff,fiction
5c736b37-daca-4800-b0d5-a33f30053812,8df8136d-a832-4ce3-9ae6-c735262cbe12,13-03-2020,27-03-2020,TRUE,0,student,fiction
78b1ef12-9218-4e69-940c-9efc42e8dd8e,3e5d4b0f-acb4-4d7d-b9a2-924413560b40,24-06-2025,13-07-2025,FALSE,1,student,art
892758ce-55fb-459a-987a-16fc3201bfa5,80a36a46-6d4b-45f8-b54f-1c3e91af77c6,01-04-2022,17-04-2022,TRUE,1,student,science
0ec6e62e-9c94-4600-8f91-b88d687e89a1,de110481-1506-4099-b007-d74b468704ee,21-08-2022,02-09-2022,TRUE,1,staff,science
3bfe001f-03a4-40bd-9b4c-90174599599a,92044585-9da9-40b1-aee9-55c5084c1732,24-01-2021,07-02-2021,TRUE,0,student,fiction
4dc17148-347a-4390-9a9e-aba3e5dd691a,92044585-9da9-40b1-aee9-55c5084c1732,07-05-2025,,TRUE,1,student,fiction
032453d8-0ec6-42ae-936c-4f4479bd19c7,67ebbf36-55fc-4784-8ec7-44ed1394578d,27-01-2023,06-02-2023,FALSE,0,staff,fiction
83eacaa1-37f0-4bbf-baf1-689ac368ca8e,57d8625d-2000-43a5-b687-d620b05b96fb,30-11-2024,15-12-2024,FALSE,0,faculty,fiction
dde1a1a3-24dd-46f1-9fe2-9bfd97c31e55,9b6b5cc1-1517-4a91-854a-8fb207b5e0ed,16-05-2024,03-06-2024,TRUE,1,student,art
81c13e0b-ef42-4db8-8854-fc425c218fb2,5db10f4d-1346-44b6-b869-2c43913e64fe,24-05-2021,12-06-2021,FALSE,0,faculty,history
03c55ffc-28ba-464d-810e-4a5ad13f88db,8a216500-ddd8-4e27-a248-47b02cba581c,13-10-2025,26-10-2025,FALSE,0,student,science
314dd068-e02a-497b-841e-b01f58412ebd,97f56a00-2372-4685-b61a-91fd3c577381,12-06-2020,17-06-2020,FALSE,0,staff,art
f25a6049-0ad2-42bd-b145-571f4c601234,57d8625d-2000-43a5-b687-d620b05b96fb,29-06-2021,11-07-2021,FALSE,0,student,fiction
0581cf81-cd1a-45a3-a1b3-41bba9a270a9,80af73cf-61f8-4e51-b833-9ed3321676f1,14-04-2020,,FALSE,1,staff,non-fiction
55f8bbdf-155e-4b43-af66-43dc4949263b,1214b295-2b7b-4add-9cba-bde1efa07f49,29-03-2026,10-04-2026,FALSE,0,student,art
7043a706-73ee-4ce4-9041-f624b960e95e,1c53dfc8-4ccc-42d1-9fb6-aa5a65fccb49,05-05-2022,19-05-2022,TRUE,0,student,fiction
e5660f5d-9a5d-4a20-b8f6-36cdc8697b46,362fd656-18d0-4500-8cbe-10a24ffcc70d,26-07-2024,06-08-2024,TRUE,1,staff,fiction
07cbdb91-6f6d-40a2-b21d-941f1e04822b,b21bdb40-7391-4beb-b7bc-18d2e19719c3,15-11-2023,27-11-2023,FALSE,0,student,history
23a539e2-fd1d-48bb-9b04-70ab590113d1,f2a15bc9-213c-4eba-b7bd-e47d7b923d77,31-05-2023,19-06-2023,TRUE,1,student,fiction
4b24b8e3-bcb5-4169-8ba9-bfb901ae9632,864eb909-3279-4073-bea2-ad21fee43761,01-01-2025,28-01-2025,FALSE,1,faculty,fiction
90ea99ae-e24b-4531-8a63-9fe331887bd5,2afda2f4-11c1-4541-a48b-2ac34da00f62,25-02-2025,,FALSE,1,student,fiction
9cb6e271-3361-41b0-9784-1c45ec9a26c4,5e278d9c-4ca0-4528-aee6-c5d3bc109732,03-06-2023,,TRUE,1,faculty,history
55778e4d-7b0e-4205-b115-5d967248d7ea,f0dc63cf-b5aa-4efb-be30-91b13f8f0566,26-06-2025,07-07-2025,TRUE,0,student,non-fiction
3d8dd075-cab3-45d3-859e-ed74d233cc6e,fe016996-3e60-410a-809f-c2b979c42d08,16-04-2024,10-05-2024,FALSE,1,faculty,non-fiction
1ab4a016-5b9c-4d88-9f28-87f483acf27e,d272529d-e506-4d65-9f6b-99b0dfb58982,28-10-2020,10-11-2020,FALSE,0,student,art
3bfe001f-03a4-40bd-9b4c-90174599599a,4a689482-ad5c-49cb-babb-fc9db4dd1e2d,30-09-2023,14-10-2023,FALSE,0,student,history
0f7677dc-0f44-4970-b01e-84d91afdd2b6,999bcafa-df07-4e46-9bdc-58c36c26d9ba,20-09-2024,30-09-2024,FALSE,0,staff,history
c86ddb74-430b-47ef-a152-1c6c90a13412,7fa695df-5654-4902-b538-c7d35d720736,25-11-2025,15-12-2025,FALSE,1,student,fiction
23e6a322-2641-4f7e-9fa8-ab37700deca8,7b022173-0686-4c3e-81c8-b9f915b9c990,24-03-2021,10-04-2021,TRUE,1,student,history
bcc9dd1b-cb82-49f4-9a0a-811859868afb,6b0444b9-f585-4de5-a6e5-5185aba37551,28-03-2026,18-04-2026,FALSE,1,student,history
0ec6e62e-9c94-4600-8f91-b88d687e89a1,f81f4154-a376-4f6b-946b-545135dcb646,06-03-2026,20-03-2026,FALSE,1,staff,history
ea8b4d74-dcb8-4cbe-ba8e-2cca9d7d4757,7fa695df-5654-4902-b538-c7d35d720736,11-10-2022,26-10-2022,TRUE,1,student,fiction
e20aa9eb-1bf3-4b4b-9fae-5e7e6d39ec50,05fdc2c7-7497-4160-b140-99d1571b03e7,02-01-2025,09-01-2025,TRUE,0,faculty,fiction
506a313e-a5dc-4ab1-b365-542912b59ac4,104d4387-cf8c-4f14-93d8-a3d62cb94837,06-07-2020,19-07-2020,TRUE,0,student,fiction
34aa121c-c127-4594-affb-15557c597132,4acec9c6-cca2-444c-8f59-91e0b7273d2c,10-06-2020,06-07-2020,FALSE,1,student,science
bf9db560-6919-4eda-9426-5a21bf671463,d01e1482-26c2-403a-bf0b-e8e66c68ac34,04-01-2023,21-01-2023,FALSE,1,student,science
0a5ac247-56a0-4b23-a8cc-d2a28d46fdd1,2389db1d-be77-4fb3-83d6-a5d75de7ffc8,21-04-2023,09-05-2023,TRUE,1,student,non-fiction
a5c70557-65c7-4e82-a92a-902c40aa98d1,1678bb1c-9bf0-4bbd-8341-29860a2ba246,16-10-2022,03-11-2022,FALSE,0,faculty,art
acee2779-f67f-48d0-83b5-165c42946d3a,950a5cab-8a11-40fb-993d-68ee19130b5e,15-03-2020,28-03-2020,FALSE,0,student,history
cba660cd-5f82-41b9-a872-71d45d4ca67d,eae5e375-3fe2-41d1-9a78-3754e2b2f269,30-06-2024,11-07-2024,FALSE,1,staff,fiction
